candidate,activity,signal,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_median,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p95,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_median,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
posterior_bank,1,ACC_x,512,1000,1000,0.03309575095772743,0.0006031394004821777,0.0,4.5299530029296875e-06,0.24486295878887177,0.03840290755033493,0.004085659980773926,0.0012598264729604125,0.0016050220001488924,0.22367985546588898,0.028129195794463158,0.003638029098510742,0.0019823217298835516,0.00220334529876709,0.11996480077505112,1.1603576422661093,0.0,0.0,0.8499337522327878
posterior_bank,2,ACC_x,512,1000,1000,0.34339216351509094,0.24751511216163635,0.06517183780670166,0.08444550633430481,0.947953999042511,0.40702155232429504,0.25659623742103577,0.04418092221021652,0.058682918548583984,1.3108824491500854,0.3666060268878937,0.23850968480110168,0.06340914219617844,0.0752992033958435,1.1153093576431274,1.1852965663452242,0.06517183780670166,0.068,1.0676016107507431
posterior_bank,3,ACC_x,512,1000,1000,0.5594564080238342,0.38120314478874207,0.03620147705078125,0.06755495071411133,1.5069694519042969,0.40482133626937866,0.25107425451278687,0.03241848200559616,0.042347393929958344,1.2669305801391602,0.3978022038936615,0.23433692753314972,0.04901057481765747,0.05868089571595192,1.2849164009094238,0.7235976395360767,0.03620147705078125,0.027,0.7110512958441512
posterior_bank,4,ACC_x,512,1000,1000,1.1683452129364014,0.8434611558914185,0.13655099272727966,0.1685500144958496,2.9694488048553467,0.8282338976860046,0.5095721483230591,0.060503099113702774,0.07997260242700577,2.546931028366089,0.8026132583618164,0.4369494318962097,0.09914004057645798,0.11641611903905869,2.420959711074829,0.7088948441911316,0.13655099272727966,0.108,0.6869658466307308
posterior_bank,5,ACC_x,512,1000,1000,0.43162402510643005,0.22843268513679504,0.024937644600868225,0.03798970207571983,1.4532999992370605,0.375468373298645,0.2075987607240677,0.03207302466034889,0.045331601053476334,1.2839398384094238,0.35822075605392456,0.18832843005657196,0.03413351625204086,0.04882616549730301,1.300134301185608,0.8698968348809172,0.024937644600868225,0.006,0.8299370174438142
posterior_bank,6,ACC_x,512,1000,1000,0.15808185935020447,0.07744674384593964,0.0006052840035408735,0.0013227940071374178,0.5446513295173645,0.14949370920658112,0.08395969867706299,0.0036843442358076572,0.005351112689822912,0.5340610146522522,0.1502685695886612,0.0697910487651825,0.005989894736558199,0.007696682121604681,0.5623965859413147,0.9456727661293652,0.0006052840035408735,0.0,0.9505744062369977
posterior_bank,7,ACC_x,512,1000,1000,0.52339106798172,0.32956817746162415,0.04045840725302696,0.0632619857788086,1.5424245595932007,0.5019486546516418,0.3592852056026459,0.03644233196973801,0.06937592476606369,1.3770434856414795,0.4211614429950714,0.2664307951927185,0.06323882192373276,0.0724688321352005,1.2080156803131104,0.9590317553320817,0.04045840725302696,0.015,0.8046783156218879
posterior_bank,8,ACC_x,512,1000,1000,0.09310116618871689,0.011664211750030518,1.6689300537109375e-05,0.00015255212201736867,0.4994528591632843,0.11213678121566772,0.020019441843032837,0.003031041705980897,0.004258749540895224,0.5474904179573059,0.10787010192871094,0.02147030085325241,0.00545307993888855,0.006649772636592388,0.5166255831718445,1.204461617466375,1.6689300537109375e-05,0.0,1.158633198106856
posterior_bank,1,ACC_y,512,1000,1000,0.007726576179265976,0.00014195777475833893,0.0,9.313225746154785e-09,0.048595163971185684,0.009175009094178677,0.001629561185836792,0.0002489085018169135,0.00034570321440696716,0.039346642792224884,0.006897568702697754,0.0007723420858383179,0.000362319900887087,0.0004011761338915676,0.029794521629810333,1.1874611576081429,0.0,0.0,0.8927070079509684
posterior_bank,2,ACC_y,512,1000,1000,0.282439649105072,0.22326898574829102,0.06589125841856003,0.09333086013793945,0.698885440826416,0.5013535022735596,0.4371796250343323,0.02632727101445198,0.04800732061266899,1.1518217325210571,0.41057413816452026,0.34287726879119873,0.045692987740039825,0.059343863278627396,1.0060547590255737,1.7750818762950953,0.06589125841856003,0.077,1.4536703308669676
posterior_bank,3,ACC_y,512,1000,1000,0.14200903475284576,0.10227525234222412,0.0023087644949555397,0.007607174105942249,0.396354615688324,0.23980523645877838,0.1811545491218567,0.018377400934696198,0.023624593392014503,0.6587168574333191,0.13564231991767883,0.09890921413898468,0.02810049057006836,0.03464263305068016,0.3299216628074646,1.6886618296937115,0.0023087644949555397,0.0,0.9551668325452135
posterior_bank,4,ACC_y,512,1000,1000,0.3209760785102844,0.23921799659729004,0.039257120341062546,0.054667264223098755,0.8520304560661316,0.32665908336639404,0.26141828298568726,0.028995435684919357,0.04601974040269852,0.8103930950164795,0.2910168468952179,0.2153782844543457,0.05359107628464699,0.06213498115539551,0.7223430275917053,1.017705384408974,0.039257120341062546,0.039,0.9066621046835844
posterior_bank,5,ACC_y,512,1000,1000,0.06512647867202759,0.03184722363948822,0.005685189738869667,0.007849258370697498,0.2238249033689499,0.06987668573856354,0.0355602502822876,0.007317490875720978,0.010859224013984203,0.24207867681980133,0.06561404466629028,0.03409053385257721,0.010070344433188438,0.013414549641311169,0.22859415411949158,1.0729381837218264,0.005685189738869667,0.006,1.007486447973305
posterior_bank,6,ACC_y,512,1000,1000,0.035464152693748474,0.011579775251448154,0.00010437156743137166,0.00029517122311517596,0.13767990469932556,0.037534039467573166,0.013281513936817646,0.000714258523657918,0.0011001334059983492,0.1516147404909134,0.03776046633720398,0.01255660131573677,0.0010417107259854674,0.0013864247594028711,0.1419593095779419,1.0583656062982598,0.00010437156743137166,0.0,1.0647502751097813
posterior_bank,7,ACC_y,512,1000,1000,0.24905072152614594,0.1410694122314453,0.03788372874259949,0.05226733535528183,0.7927061319351196,0.2944921851158142,0.24241787195205688,0.023311052471399307,0.05970583111047745,0.7092198133468628,0.26025837659835815,0.19333875179290771,0.041318539530038834,0.05639360100030899,0.6475614309310913,1.182458670712575,0.03788372874259949,0.029,1.0450014960949856
posterior_bank,8,ACC_y,512,1000,1000,0.022276943549513817,0.0006940215826034546,0.0,2.0763836801052094e-06,0.09585133194923401,0.03630819544196129,0.008740663528442383,0.0007490270654670894,0.0011196511331945658,0.1732787787914276,0.027427295222878456,0.0037296414375305176,0.0009728993172757328,0.0013121748343110085,0.14149612188339233,1.629855341746543,0.0,0.0,1.2311965131983755
posterior_bank,1,ACC_z,512,1000,1000,0.039128199219703674,0.0004967451095581055,0.0,9.162584319710732e-06,0.25133439898490906,0.040869858115911484,0.005235940217971802,0.0012499955482780933,0.0015892982482910156,0.2193744033575058,0.03131253272294998,0.0038722120225429535,0.0017198312561959028,0.002045991364866495,0.14989197254180908,1.0445116036756112,0.0,0.0,0.8002548889901895
posterior_bank,2,ACC_z,512,1000,1000,0.24746719002723694,0.16584478318691254,0.05563374236226082,0.06947143375873566,0.7482150197029114,0.3036321997642517,0.23730170726776123,0.03038148768246174,0.0450739860534668,0.7501912713050842,0.2712413966655731,0.19990688562393188,0.054099440574645996,0.06619000434875488,0.7213276624679565,1.2269594192702196,0.05563374236226082,0.065,1.0960701361490366
posterior_bank,3,ACC_z,512,1000,1000,0.5492841005325317,0.39993613958358765,0.02661140449345112,0.08201649785041809,1.5216670036315918,0.42565131187438965,0.26214635372161865,0.02976992353796959,0.03625563532114029,1.410005807876587,0.3867858946323395,0.21412086486816406,0.04456476867198944,0.05166521295905113,1.302037000656128,0.774920139617586,0.02661140449345112,0.005,0.7041636454748098
posterior_bank,4,ACC_z,512,1000,1000,0.524086594581604,0.34416818618774414,0.05358109623193741,0.06691399961709976,1.6029917001724243,0.5101695656776428,0.3202939033508301,0.050579119473695755,0.07597016543149948,1.3991116285324097,0.4378344416618347,0.24274283647537231,0.06882411986589432,0.07889842987060547,1.3053276538848877,0.9734451729011088,0.05358109623193741,0.021,0.8354238520666087
posterior_bank,5,ACC_z,512,1000,1000,0.20252177119255066,0.11697971820831299,0.012974977493286133,0.019791865721344948,0.6646738052368164,0.2251426726579666,0.13226032257080078,0.024014296010136604,0.030677324160933495,0.7551167011260986,0.20239901542663574,0.10812097787857056,0.027423199266195297,0.03323039039969444,0.6782850027084351,1.1116961467017232,0.012974977493286133,0.0,0.9993938638537868
posterior_bank,6,ACC_z,512,1000,1000,0.17035745084285736,0.06938430666923523,0.0007118916255421937,0.0015120506286621094,0.6696380376815796,0.16310110688209534,0.07060541212558746,0.0035941663663834333,0.0050104111433029175,0.5951991081237793,0.1594243049621582,0.06706184148788452,0.00587806710973382,0.007478869054466486,0.5847684741020203,0.957405185832139,0.0007118916255421937,0.0,0.9358223204995935
posterior_bank,7,ACC_z,512,1000,1000,0.33971917629241943,0.16452452540397644,0.032563209533691406,0.043316833674907684,1.123078465461731,0.3627060651779175,0.2550981044769287,0.03578924015164375,0.06961892545223236,1.0417829751968384,0.30414441227912903,0.1734740138053894,0.051260076463222504,0.05986800044775009,1.0074912309646606,1.0676643842610511,0.032563209533691406,0.007,0.8952818489626009
posterior_bank,8,ACC_z,512,1000,1000,0.06553057581186295,0.00590360164642334,9.532868716632947e-06,7.367729995166883e-05,0.3264737129211426,0.08927930891513824,0.015388190746307373,0.0026240975130349398,0.0035261816810816526,0.4170788526535034,0.0795900821685791,0.015301790088415146,0.003965830430388451,0.005301701836287975,0.3643490970134735,1.3624069040909617,9.532868716632947e-06,0.0,1.2145487992823494
posterior_bank,1,BVP,512,1000,1000,0.17574471235275269,0.06843960285186768,0.0030783487018197775,0.0052360245026648045,0.6930772662162781,0.12962958216667175,0.05808635056018829,0.013864131644368172,0.016546150669455528,0.4737355709075928,0.13289988040924072,0.06053212285041809,0.023809459060430527,0.028638368472456932,0.490974485874176,0.7376016065079717,0.0030783487018197775,0.0,0.7562098377246518
posterior_bank,2,BVP,512,1000,1000,0.7252623438835144,0.3295329809188843,0.03182169422507286,0.04125327989459038,2.313147783279419,0.49033066630363464,0.1357644647359848,0.037574402987957,0.04328428953886032,1.813539981842041,0.4943697452545166,0.1591881513595581,0.07017038017511368,0.08222055435180664,1.7247252464294434,0.6760735207595273,0.03182169422507286,0.001,0.681642648930796
posterior_bank,3,BVP,512,1000,1000,1.4232126474380493,0.8424105644226074,0.01918618008494377,0.073598712682724,4.852502346038818,0.6930823922157288,0.09920573234558105,0.040537819266319275,0.044746361672878265,3.0424764156341553,0.8220078349113464,0.2637730836868286,0.07393359392881393,0.08104389160871506,3.2844855785369873,0.4869844246138192,0.01918618008494377,0.0,0.5775720419510447
posterior_bank,4,BVP,512,1000,1000,1.2484331130981445,0.6403594613075256,0.05642304942011833,0.07788775861263275,4.417553424835205,0.7684110999107361,0.2939806878566742,0.04907374083995819,0.05625132843852043,3.0470218658447266,0.8624882698059082,0.33856964111328125,0.09323937445878983,0.10497397184371948,3.6574487686157227,0.6155004155599709,0.05642304942011833,0.053,0.6908566111848272
posterior_bank,5,BVP,512,1000,1000,1.032162070274353,0.699103057384491,0.0769883543252945,0.14766836166381836,3.0089333057403564,0.9092780351638794,0.5666579008102417,0.03886521980166435,0.04914560168981552,2.8809452056884766,0.9297549724578857,0.5607931017875671,0.0691218376159668,0.08791611343622208,3.2021241188049316,0.8809450195376676,0.0769883543252945,0.163,0.900783897446215
