candidate,activity,signal,reference_split,real_sampled_windows,synthetic_sampled_windows,real_mean,synthetic_mean,abs_mean_diff_lower_is_better,real_std,synthetic_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
posterior_bank,1,ACC_x,real_train,3000,1000,-0.5462071895599365,-0.7429525256156921,0.19674533605575562,0.8078014254570007,0.597366988658905,0.2104344367980957,0.5467109375,0.24937011301517487
posterior_bank,2,ACC_x,real_train,2138,1000,0.6028154492378235,0.4359862506389618,0.1668291985988617,0.6757930517196655,0.8020030856132507,0.1262100338935852,0.8159682238072965,0.3330379128456116
posterior_bank,3,ACC_x,real_train,1498,1000,-0.24670782685279846,-0.5300320386886597,0.2833242118358612,0.931091845035553,0.9223589301109314,0.008732914924621582,0.8317949010138517,0.16070640087127686
posterior_bank,4,ACC_x,real_train,2294,1000,0.6736303567886353,0.35860463976860046,0.3150257170200348,1.108744740486145,1.0848991870880127,0.023845553398132324,0.8335803420608108,0.11543401330709457
posterior_bank,5,ACC_x,real_train,3000,1000,0.16382120549678802,-0.2588408887386322,0.4226620942354202,1.1609591245651245,0.9806401133537292,0.18031901121139526,0.8188053385416667,0.1601557731628418
posterior_bank,6,ACC_x,real_train,3000,1000,-0.22954748570919037,-0.5982098579406738,0.36866237223148346,0.8742740750312805,0.7861708998680115,0.08810317516326904,0.8111614583333333,0.12680751085281372
posterior_bank,7,ACC_x,real_train,2900,1000,0.4336104094982147,0.1292186826467514,0.3043917268514633,0.9161335825920105,0.9165145754814148,0.0003809928894042969,0.8007976831896552,0.21068423986434937
posterior_bank,8,ACC_x,real_train,3000,1000,0.4748530983924866,0.19349215924739838,0.2813609391450882,0.8621268272399902,0.8949667811393738,0.032839953899383545,0.7793255208333334,0.2857508957386017
posterior_bank,1,ACC_y,real_train,3000,1000,-0.1552569717168808,-0.21238508820533752,0.057128116488456726,0.6112675070762634,0.40926626324653625,0.20200124382972717,0.5789082031249999,0.17254288494586945
posterior_bank,2,ACC_y,real_train,2138,1000,1.1534250974655151,0.9609552025794983,0.19246989488601685,1.1970645189285278,0.8987812995910645,0.2982832193374634,0.6767195210184752,0.3410838842391968
posterior_bank,3,ACC_y,real_train,1498,1000,0.8577591776847839,0.5712242722511292,0.2865349054336548,0.7883221507072449,0.5833603739738464,0.20496177673339844,0.5588412205857811,0.24736949801445007
posterior_bank,4,ACC_y,real_train,2294,1000,0.7904581427574158,0.6145104765892029,0.1759476661682129,0.8159849047660828,0.6470723748207092,0.16891252994537354,0.7056006361704447,0.2009987235069275
posterior_bank,5,ACC_y,real_train,3000,1000,-0.48984965682029724,-0.48334792256355286,0.006501734256744385,0.5042747855186462,0.41824543476104736,0.08602935075759888,0.842484375,0.21543148159980774
posterior_bank,6,ACC_y,real_train,3000,1000,-0.27503326535224915,-0.17179900407791138,0.10323426127433777,0.7699876427650452,0.6914169788360596,0.0785706639289856,0.825138671875,0.13266779482364655
posterior_bank,7,ACC_y,real_train,2900,1000,1.1090753078460693,0.9734067320823669,0.1356685757637024,1.1803739070892334,0.9283856749534607,0.2519882321357727,0.7323483297413793,0.2090737670660019
posterior_bank,8,ACC_y,real_train,3000,1000,-0.49854743480682373,-0.4152718186378479,0.08327561616897583,0.7467429637908936,0.6108419895172119,0.13590097427368164,0.546919921875,0.2676723003387451
posterior_bank,1,ACC_z,real_train,3000,1000,-0.10546781122684479,-0.3429885506629944,0.2375207394361496,0.9427779912948608,0.7119239568710327,0.23085403442382812,0.6260813802083334,0.2645779550075531
posterior_bank,2,ACC_z,real_train,2138,1000,-0.4787653684616089,-0.8297730684280396,0.35100769996643066,0.6214222311973572,0.6972832679748535,0.07586103677749634,0.7121842186038353,0.35866203904151917
posterior_bank,3,ACC_z,real_train,1498,1000,-0.6717590689659119,-0.9782175421714783,0.3064584732055664,0.9910982251167297,1.0088289976119995,0.017730772495269775,0.8466475561164887,0.17095455527305603
posterior_bank,4,ACC_z,real_train,2294,1000,0.7888085842132568,0.4584677815437317,0.33034080266952515,0.7464385032653809,0.7810958623886108,0.03465735912322998,0.7241151577484743,0.19498105347156525
posterior_bank,5,ACC_z,real_train,3000,1000,0.5694323182106018,0.2987293004989624,0.2707030177116394,0.8023136854171753,0.7837749719619751,0.018538713455200195,0.7592669270833332,0.23410958051681519
posterior_bank,6,ACC_z,real_train,3000,1000,-0.10361351817846298,-0.25519540905952454,0.15158189088106155,1.0896811485290527,1.0360302925109863,0.053650856018066406,0.8699583333333333,0.16532990336418152
posterior_bank,7,ACC_z,real_train,2900,1000,-0.5445958971977234,-0.8347841501235962,0.2901882529258728,0.788108766078949,0.8064739108085632,0.018365144729614258,0.7612583512931035,0.25571027398109436
posterior_bank,8,ACC_z,real_train,3000,1000,0.5747462511062622,0.2488892525434494,0.3258569985628128,0.8566002249717712,0.7350954413414001,0.1215047836303711,0.580470703125,0.2916199862957001
posterior_bank,1,BVP,real_train,3000,1000,8.920296386349946e-05,0.016706455498933792,0.016617252535070293,0.571843147277832,0.5533630847930908,0.01848006248474121,0.9479244791666668,0.2882976233959198
