candidate,activity,signal,reference_split,real_sampled_windows,synthetic_sampled_windows,real_mean,synthetic_mean,abs_mean_diff_lower_is_better,real_std,synthetic_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
timevae,1,ACC_x,real_train,3000,3000,-0.5462071895599365,-0.6196101307868958,0.07340294122695923,0.8078014254570007,0.46867048740386963,0.3391309380531311,0.53417578125,0.23097649216651917
timevae,2,ACC_x,real_train,2138,3000,0.6028154492378235,0.26616454124450684,0.33665090799331665,0.6757930517196655,0.5409820675849915,0.13481098413467407,0.6702537814010368,0.6546816825866699
timevae,3,ACC_x,real_train,1498,2277,-0.24670782685279846,-0.2181003987789154,0.028607428073883057,0.931091845035553,0.5172357559204102,0.4138560891151428,0.7719784787847345,1.0678812265396118
timevae,4,ACC_x,real_train,2294,3000,0.6736303567886353,0.3490276634693146,0.3246026933193207,1.108744740486145,0.5248321890830994,0.5839125514030457,0.7009554209577521,1.525200366973877
timevae,5,ACC_x,real_train,3000,3000,0.1634005308151245,0.03944823518395424,0.12395229563117027,1.1604937314987183,0.6666181087493896,0.4938756227493286,0.7470045572916666,0.7432331442832947
timevae,6,ACC_x,real_train,3000,3000,-0.23462983965873718,-0.37418919801712036,0.13955935835838318,0.8758706450462341,0.5452101230621338,0.33066052198410034,0.7307343749999999,0.3913821280002594
timevae,7,ACC_x,real_train,2900,3000,0.4336104094982147,0.06412896513938904,0.3694814443588257,0.9161335825920105,0.5709590315818787,0.34517455101013184,0.6278068651221265,0.6987550854682922
timevae,8,ACC_x,real_train,3000,3000,0.4409754276275635,0.03471546247601509,0.4062599651515484,0.8591972589492798,0.612078070640564,0.24711918830871582,0.6949602864583333,0.20098057389259338
timevae,1,ACC_y,real_train,3000,3000,-0.15657348930835724,-0.04982207342982292,0.10675141587853432,0.6113658547401428,0.4793285131454468,0.13203734159469604,0.5635657552083333,0.3546540439128876
timevae,2,ACC_y,real_train,2138,3000,1.1534250974655151,0.7671718597412109,0.3862532377243042,1.1970645189285278,0.6662930250167847,0.5307714939117432,0.5291636495848924,0.5104286074638367
timevae,3,ACC_y,real_train,1498,2277,0.8577591776847839,0.5054699778556824,0.35228919982910156,0.7883221507072449,0.5858707427978516,0.2024514079093933,0.5657645068671932,0.572525143623352
timevae,4,ACC_y,real_train,2294,3000,0.7904581427574158,0.6062270402908325,0.18423110246658325,0.8159849047660828,0.507401168346405,0.30858373641967773,0.7110604231373512,1.1604933738708496
timevae,5,ACC_y,real_train,3000,3000,-0.48805540800094604,-0.46939486265182495,0.018660545349121094,0.5067303776741028,0.501685619354248,0.005044758319854736,0.8470364583333334,0.3670996427536011
timevae,6,ACC_y,real_train,3000,3000,-0.27800920605659485,-0.2101597934961319,0.06784941256046295,0.7796409726142883,0.5594454407691956,0.22019553184509277,0.793767578125,0.13523750007152557
timevae,7,ACC_y,real_train,2900,3000,1.1090753078460693,0.615361213684082,0.4937140941619873,1.1803739070892334,0.6860719919204712,0.4943019151687622,0.5026930899784483,0.4642522931098938
timevae,8,ACC_y,real_train,3000,3000,-0.4983384311199188,-0.33130520582199097,0.16703322529792786,0.7589514255523682,0.5521820187568665,0.2067694067955017,0.5234609375,0.23283955454826355
timevae,1,ACC_z,real_train,3000,3000,-0.10361997783184052,-0.014742248691618443,0.08887772914022207,0.9432055354118347,0.6330925822257996,0.31011295318603516,0.619181640625,0.2831586003303528
timevae,2,ACC_z,real_train,2138,3000,-0.4787653684616089,-0.2571049928665161,0.22166037559509277,0.6214222311973572,0.5345667600631714,0.08685547113418579,0.800942431229537,0.5403032302856445
timevae,3,ACC_z,real_train,1498,2277,-0.6717590689659119,-0.22561751306056976,0.4461415559053421,0.9910982251167297,0.6292945146560669,0.36180371046066284,0.7253737655596497,0.9601207971572876
timevae,4,ACC_z,real_train,2294,3000,0.7888085842132568,0.45485392212867737,0.33395466208457947,0.7464385032653809,0.4347589612007141,0.31167954206466675,0.6898593579718832,1.3362698554992676
timevae,5,ACC_z,real_train,3000,3000,0.568003237247467,0.4312954843044281,0.13670775294303894,0.799534261226654,0.5545584559440613,0.24497580528259277,0.7446816406250001,0.6225289106369019
timevae,6,ACC_z,real_train,3000,3000,-0.11620955169200897,-0.007483056280761957,0.10872649541124701,1.0891519784927368,0.6546564698219299,0.4344955086708069,0.6946764322916666,0.28992220759391785
timevae,7,ACC_z,real_train,2900,3000,-0.5445958971977234,-0.3173515200614929,0.22724437713623047,0.788108766078949,0.5595934987068176,0.22851526737213135,0.8394298446479886,0.5932307243347168
timevae,8,ACC_z,real_train,3000,3000,0.5507417917251587,0.3991497755050659,0.15159201622009277,0.870642364025116,0.5556522607803345,0.3149901032447815,0.6021035156250001,0.17670968174934387
timevae,1,BVP,real_train,3000,3000,7.916388858575374e-05,0.0027624000795185566,0.002683236190932803,0.5719022154808044,0.673058271408081,0.10115605592727661,0.86908203125,0.1826891005039215
