candidate,activity,signal,feature_dim,real_train_sampled_windows,synthetic_sampled_windows,real_train_to_nearest_real_train_mse_mean,real_train_to_nearest_real_train_mse_median,real_train_to_nearest_real_train_mse_p01,real_train_to_nearest_real_train_mse_p05,real_train_to_nearest_real_train_mse_p95,syn_to_nearest_train_real_mse_mean,syn_to_nearest_train_real_mse_median,syn_to_nearest_train_real_mse_p01,syn_to_nearest_train_real_mse_p05,syn_to_nearest_train_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p01,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,copy_ratio_mean,near_duplicate_threshold_real_train_p01_mse,near_duplicate_rate_p01_lower_is_better,synthetic_diversity_ratio_mean
timevae,1,ACC_x,512,1000,1000,0.03309575095772743,0.0006031394004821777,0.0,4.5299530029296875e-06,0.24486295878887177,0.058766670525074005,0.046151868999004364,0.004647901281714439,0.009598016738891602,0.15424595773220062,0.029380979016423225,0.023887187242507935,0.006040086969733238,0.009669160470366478,0.0698176771402359,1.7756560532539523,0.0,0.0,0.8877568318045113
timevae,2,ACC_x,512,1000,1000,0.34621089696884155,0.23969155550003052,0.06747889518737793,0.08877617120742798,0.9879379868507385,0.2540217936038971,0.21144512295722961,0.06277967244386673,0.07924368977546692,0.5416017770767212,0.06510551273822784,0.06013830751180649,0.025835566222667694,0.03478081896901131,0.11061346530914307,0.7337198101732733,0.06747889518737793,0.017,0.18805159891916182
timevae,3,ACC_x,512,1000,1000,0.5691386461257935,0.406045138835907,0.03908440098166466,0.07239186763763428,1.5507827997207642,0.10485893487930298,0.09615059196949005,0.025990445166826248,0.036306001245975494,0.20306532084941864,0.050422973930835724,0.04325518757104874,0.01811964623630047,0.02254709042608738,0.10024207830429077,0.18424145960407443,0.03908440098166466,0.063,0.08859523821492703
timevae,4,ACC_x,512,1000,1000,1.1321359872817993,0.7956951260566711,0.09963016211986542,0.1452723741531372,2.8636693954467773,0.1637316644191742,0.146905779838562,0.05139530450105667,0.06869587302207947,0.30512773990631104,0.03505103290081024,0.030406415462493896,0.013781914487481117,0.01728784665465355,0.06564236432313919,0.14462190607710082,0.09963016211986542,0.215,0.03096009074401564
timevae,5,ACC_x,512,1000,1000,0.4295286536216736,0.2286546528339386,0.01997949928045273,0.03283315524458885,1.438407063484192,0.13290536403656006,0.11639021337032318,0.03121172823011875,0.049504317343235016,0.2664225399494171,0.0795736238360405,0.06898769736289978,0.02443845383822918,0.03338414058089256,0.1506814956665039,0.3094214155817934,0.01997949928045273,0.0,0.1852580105310704
timevae,6,ACC_x,512,1000,1000,0.1507689207792282,0.08187437057495117,0.0005054515786468983,0.0015120611060410738,0.540978193283081,0.06786588579416275,0.05711708217859268,0.009891994297504425,0.014873063191771507,0.15334610641002655,0.04286140948534012,0.036540448665618896,0.011710397899150848,0.016207199543714523,0.08981568366289139,0.45013180066161745,0.0005054515786468983,0.0,0.28428544333816863
timevae,7,ACC_x,512,1000,1000,0.5130198001861572,0.3089594841003418,0.045066434890031815,0.06317588686943054,1.5759178400039673,0.2128063440322876,0.2015310525894165,0.08515863865613937,0.10449355840682983,0.36816972494125366,0.08308514952659607,0.07970704138278961,0.042730662971735,0.049258630722761154,0.12704436480998993,0.4148111709432414,0.045066434890031815,0.0,0.16195310492196857
timevae,8,ACC_x,512,1000,1000,0.10298408567905426,0.013443410396575928,3.0088423955021426e-05,0.000135636335471645,0.585242509841919,0.08099961280822754,0.06853380799293518,0.013543721288442612,0.021573759615421295,0.18264207243919373,0.04703943803906441,0.04089152812957764,0.012528438121080399,0.01909196376800537,0.09930998831987381,0.7865255323104927,3.0088423955021426e-05,0.0,0.45676414689606426
timevae,1,ACC_y,512,1000,1000,0.008888975717127323,0.00014408864080905914,0.0,9.313225746154785e-09,0.05400485545396805,0.02734265848994255,0.016546526923775673,0.0022337876725941896,0.0032099063973873854,0.08792434632778168,0.012676279060542583,0.00943264365196228,0.002692542737349868,0.0034895865246653557,0.03192241117358208,3.076019033020709,0.0,0.0,1.4260674642318873
timevae,2,ACC_y,512,1000,1000,0.28128543496131897,0.23025155067443848,0.0712137445807457,0.0920862928032875,0.6565117835998535,0.19650854170322418,0.18957623839378357,0.03609401732683182,0.056725431233644485,0.3630382716655731,0.05232123285531998,0.04756554961204529,0.017512144520878792,0.02171318605542183,0.09445538371801376,0.698609018736598,0.0712137445807457,0.079,0.1860076148717581
