epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,1.0258483612537384,0.584765625,0.6161721068249258,0.6786605750319554,0.7199112887855881,0.6659309018954271,0.7199112887855881
2,0.6811188814043999,0.6961067708333334,0.5480712166172107,0.6355184077111244,0.6597135726482353,0.5970381543852546,0.6597135726482353
3,0.4887847638130188,0.760625,0.586053412462908,0.7113416440243976,0.7472555261967055,0.688452902677654,0.7472555261967055
4,0.3618159468472004,0.8097916666666667,0.5925816023738872,0.7073387628288801,0.7168420162866542,0.6594652008941433,0.7168420162866542
5,0.28764595575630664,0.8473958333333333,0.6752225519287833,0.7572988372135763,0.7870108430967029,0.7611494412222298,0.7870108430967029
6,0.21937567330896854,0.8814322916666667,0.6735905044510386,0.7682645042764836,0.7878848057135638,0.7605327362248357,0.7878848057135638
7,0.17505293022841215,0.9071614583333333,0.6124629080118694,0.7191467979756572,0.7188199981031007,0.6935009832212449,0.7188199981031007
8,0.13222007617354392,0.9295182291666667,0.6676557863501483,0.7417272144221823,0.784119286096954,0.7498773992683397,0.784119286096954
9,0.11784738380461932,0.9384114583333333,0.6927299703264095,0.778095226012914,0.786549004281638,0.7712315377395675,0.786549004281638
10,0.0922071349993348,0.951015625,0.6974777448071217,0.7752797877800583,0.7670477322445499,0.754337420671965,0.7670477322445499
11,0.0801407364755869,0.959140625,0.6275964391691394,0.7155797743808691,0.7315915173348364,0.6909997215062585,0.7315915173348364
12,0.0727506679110229,0.96171875,0.6956973293768546,0.7842136672724996,0.7676565748336506,0.762441708423927,0.7676565748336506
13,0.056882533840835095,0.9704947916666666,0.6839762611275965,0.7882088427603743,0.7588282898146497,0.7585076765593478,0.7588282898146497
14,0.06615636789239943,0.9677864583333333,0.7032640949554896,0.8046868901304122,0.765365340615384,0.7719498497185764,0.765365340615384
15,0.05317982645705342,0.9730729166666666,0.6609792284866469,0.7572262275043353,0.7552142737941018,0.7282453912321376,0.7552142737941018
16,0.04431218256242573,0.9777734375,0.6962908011869436,0.7840272141668769,0.7863086142597198,0.7714003748584117,0.7863086142597198
17,0.04514276419766247,0.9768880208333334,0.6632047477744807,0.8114896014226436,0.7537218441883196,0.738263338532132,0.7537218441883196
18,0.046143882642500106,0.9771875,0.6379821958456974,0.7094570160888012,0.7182765239921522,0.6921245175758093,0.7182765239921522
19,0.0397878357861191,0.9804557291666667,0.708160237388724,0.7722925558882898,0.7698121040078731,0.7672644070535061,0.7698121040078731
20,0.03797645115759224,0.9818619791666666,0.7051928783382789,0.7807988475830112,0.7816429833666009,0.7683730307921393,0.7816429833666009
21,0.0476511617936194,0.9777864583333333,0.6695845697329377,0.7668622406324845,0.7674179256198099,0.7432823039810204,0.7674179256198099
22,0.03310365363489837,0.9841015625,0.6553412462908011,0.7648034637405077,0.7651559946872846,0.7393561401498387,0.7651559946872846
23,0.027594940345734356,0.9863151041666667,0.6903560830860535,0.8193037514387299,0.7724662898902637,0.7709409484672717,0.7724662898902637
24,0.036645981976762415,0.9821744791666667,0.7011869436201781,0.8117460675846536,0.7694240754375585,0.7632104011923224,0.7694240754375585
25,0.04029709623195231,0.9816015625,0.6891691394658753,0.7856464263469063,0.7722010125660042,0.7603272195441957,0.7722010125660042
26,0.03751799764111638,0.9831510416666667,0.6869436201780416,0.7873786447696367,0.7684274396359125,0.7519641984308923,0.7684274396359125
27,0.02602948318468407,0.98765625,0.6749258160237389,0.7616014353719424,0.7407300692561869,0.7215818666923122,0.7407300692561869
28,0.03132028209511191,0.9854557291666667,0.6649851632047478,0.7883193386268138,0.7547880391643611,0.7203250157826284,0.7547880391643611
29,0.03517008069436997,0.9837630208333333,0.6867952522255193,0.7631300964341524,0.7837072294448757,0.7645421997986376,0.7837072294448757
