epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,1.1695341878249996,0.5322745901639344,0.5928783382789318,0.7078845675079257,0.6730865362940268,0.6596637358987004,0.6730865362940268
2,0.7358442271342043,0.6705729166666666,0.5069732937685459,0.5794118146915322,0.5667224525922235,0.5343927613122812,0.5667224525922235
3,0.4517382937865179,0.7698727800546448,0.4541543026706231,0.4891652601843465,0.5273476454094481,0.48144553475653123,0.5273476454094481
4,0.27850116887053505,0.8550631830601093,0.4100890207715134,0.4705196851531281,0.47001129829110627,0.42951298930741194,0.47001129829110627
5,0.16198153433496834,0.91619706284153,0.4029673590504451,0.4590027627067932,0.47338698726598927,0.4237138220942064,0.47338698726598927
6,0.11007448065964902,0.9427083333333334,0.42537091988130565,0.4496891462263355,0.46447302534822266,0.4373977666843981,0.46447302534822266
7,0.08060596800852017,0.9589737021857924,0.4032640949554896,0.4205231334032281,0.4385714699231826,0.3985713408359205,0.4385714699231826
8,0.05602132154964521,0.9715889685792349,0.40474777448071214,0.42887937286965483,0.43966679525842034,0.39369648811213465,0.43966679525842034
9,0.05002619574976261,0.9740223702185792,0.42729970326409494,0.41134614858682916,0.43833406612032744,0.3943104234415416,0.43833406612032744
10,0.046808257408928675,0.9778005464480874,0.4185459940652819,0.44232640023484926,0.4491580749793067,0.4048998393913411,0.4491580749793067
11,0.034686580506443486,0.9827954234972678,0.40148367952522257,0.39299002099190294,0.41695286093288214,0.3851847440681172,0.41695286093288214
12,0.033263616210429885,0.984161543715847,0.38887240356083086,0.37320556905063806,0.3892435174430048,0.3478190246103742,0.3892435174430048
13,0.03153996251248678,0.9851220969945356,0.41839762611275966,0.4018585294731637,0.43926107354626864,0.39295887160061227,0.43926107354626864
14,0.02584257205093249,0.9869791666666666,0.4086053412462908,0.37731283649299374,0.4034779580278003,0.37177853277472567,0.4034779580278003
15,0.026548734186675218,0.9871712773224044,0.3706231454005935,0.41885409045624344,0.4109354810075888,0.37391611329160207,0.4109354810075888
16,0.022414533883241602,0.9893271857923497,0.3795252225519288,0.3880553888729316,0.42150837144758607,0.36441035866096005,0.42150837144758607
