epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,1.0542605131864549,0.69765625,0.623293768545994,0.7411988014415902,0.7078389390589028,0.6883106883919103,0.7078389390589028
2,0.5588464260101318,0.8436197916666667,0.6940652818991098,0.7969962096037685,0.7771975945125933,0.7644000650187478,0.7771975945125933
3,0.43053024262189865,0.871484375,0.7014836795252225,0.8105368049594249,0.7650765749113086,0.7632788811861531,0.7650765749113086
4,0.35214126855134964,0.8958333333333334,0.687833827893175,0.7887069882560465,0.7593119004992988,0.7358038249601464,0.7593119004992988
5,0.29941122606396675,0.908984375,0.6952522255192878,0.7855742549623927,0.7651930669859276,0.7321888262621583,0.7651930669859276
6,0.2554270148277283,0.9217447916666667,0.7089020771513354,0.7881202287976594,0.7674197608588469,0.741673627358524,0.7674197608588469
7,0.22546278610825538,0.9341145833333333,0.7237388724035608,0.8328791198695484,0.7687147910026985,0.757762879431295,0.7687147910026985
8,0.20267374143004419,0.9403645833333333,0.7176557863501484,0.8524171974621839,0.7909228911067235,0.7804800160470078,0.7909228911067235
9,0.18141209706664085,0.9447916666666667,0.6617210682492581,0.7342927954332663,0.7533657122652471,0.708393046774394,0.7533657122652471
10,0.15707396231591703,0.954296875,0.6857566765578635,0.7956563715805619,0.7760395130446337,0.7510369695312806,0.7760395130446337
11,0.1481426790356636,0.95390625,0.7191394658753709,0.8400496441504445,0.8008201291203523,0.7899976250594392,0.8008201291203523
12,0.11069830916821957,0.9682291666666667,0.7700296735905044,0.8555977680066786,0.8225853339533062,0.8190597063290376,0.8225853339533062
13,0.09747789949178695,0.9709635416666667,0.7547477744807122,0.8116158876215726,0.80402086464404,0.7977400585552235,0.80402086464404
14,0.07964288946241141,0.977734375,0.7470326409495549,0.8112102397965937,0.7829469388224726,0.7775421081137981,0.7829469388224726
15,0.06602231226861477,0.9819010416666667,0.7485163204747775,0.8193351875665109,0.8105489349851371,0.8009273683189879,0.8105489349851371
16,0.05734279192984104,0.984375,0.738427299703264,0.8430962584795029,0.8149379180251666,0.8042984400486104,0.8149379180251666
17,0.05728928474709392,0.9850260416666666,0.702967359050445,0.7824691310837254,0.7852868844735907,0.7639476779192509,0.7852868844735907
18,0.05609266255050897,0.984375,0.7032640949554896,0.821973362450191,0.7859898583792317,0.7802553580000444,0.7859898583792317
19,0.055101579241454604,0.9842447916666667,0.6762611275964392,0.7881395761661748,0.7844036099424618,0.7605886129971238,0.7844036099424618
20,0.058572184015065434,0.9828125,0.7516320474777448,0.8379148113200543,0.8173151601824806,0.8071033738151783,0.8173151601824806
21,0.04886342389509082,0.986328125,0.7014836795252225,0.7816626720152573,0.7714474144033233,0.7469158038534066,0.7714474144033233
22,0.040848278999328615,0.9881510416666667,0.742433234421365,0.838582655236991,0.8056224748309395,0.8014910273231988,0.8056224748309395
23,0.03378619877621532,0.9907552083333333,0.6867952522255193,0.7619827344399558,0.7714079299752403,0.7442574733421041,0.7714079299752403
24,0.03648989982903004,0.990234375,0.7753709198813057,0.8418606757787124,0.822353215124402,0.8174247540867274,0.822353215124402
25,0.03842092482373118,0.987890625,0.7054896142433235,0.7664492819219678,0.7667338012686695,0.7414476118003412,0.7667338012686695
26,0.041794269438833,0.9868489583333333,0.7094955489614243,0.8131989696611981,0.7971116297788772,0.7828194305783324,0.7971116297788772
27,0.036372500099241735,0.9888020833333333,0.7143916913946587,0.7903457427903201,0.7752426319525749,0.7627562017588208,0.7752426319525749
