epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,0.7398464809162448,0.7124368686868687,0.5756676557863502,0.6962787615527533,0.7260814891145123,0.6517336052853974,0.7260814891145123
2,0.3563389358195392,0.8467487373737373,0.5876854599406528,0.7621885046665908,0.7492110281861722,0.6996003548502723,0.7492110281861722
3,0.2548587271059402,0.8888625841750841,0.6495548961424332,0.768255927458454,0.7807001650273677,0.7443414998766873,0.7807001650273677
4,0.18898192153434562,0.914799031986532,0.6497032640949555,0.7825241141101977,0.7841757629769686,0.7467528338164225,0.7841757629769686
5,0.1394792686056609,0.9377104377104377,0.6286350148367953,0.7633936338630734,0.770363742107953,0.7317772445741529,0.770363742107953
6,0.12273069335655733,0.9451546717171717,0.663353115727003,0.7481383436811757,0.745183385056428,0.714491334506847,0.745183385056428
7,0.10151667764993628,0.9556239478114478,0.6695845697329377,0.782771274626276,0.7711824795788951,0.7471293983533217,0.7711824795788951
8,0.08168842199474874,0.96322601010101,0.6452522255192878,0.7829161094107515,0.7446893326009536,0.7266731251629379,0.7446893326009536
9,0.07988707066485376,0.9660143097643098,0.6740356083086053,0.7848047550813961,0.7813727098115371,0.7606457485129221,0.7813727098115371
10,0.06287511076891061,0.9728535353535354,0.6271513353115727,0.7378224641707283,0.746461070235516,0.6996613138192733,0.746461070235516
11,0.05742055791044476,0.9741950757575758,0.6597922848664688,0.7721618240938593,0.751478692642624,0.7216377888497709,0.751478692642624
12,0.058723295916511556,0.9744318181818182,0.6890207715133532,0.779333164485555,0.7951611391381019,0.7657207043435523,0.7951611391381019
13,0.05010229954966391,0.9788773148148148,0.664540059347181,0.7712098282618892,0.7590420061000526,0.7455438126122044,0.7590420061000526
14,0.050996086635448114,0.9789562289562289,0.7258160237388724,0.8370970939361683,0.8175554533911008,0.8066194592328544,0.8175554533911008
15,0.049994413938486214,0.9786931818181818,0.7099406528189911,0.8031484494867991,0.8006673051776292,0.7900802461845917,0.8006673051776292
16,0.03126751404782437,0.9861111111111112,0.670326409495549,0.7780802144609016,0.7905956509317884,0.7585624647303186,0.7905956509317884
17,0.039077391678636726,0.983822601010101,0.7105341246290802,0.7987368661771541,0.8056133962295804,0.7818217414177349,0.8056133962295804
18,0.038521614170285184,0.9829282407407407,0.6915430267062315,0.7697476904076805,0.7663938277007267,0.7369180384345817,0.7663938277007267
19,0.05074988087319365,0.9788247053872053,0.6905044510385757,0.7947622018408476,0.7938865477231645,0.7729674349744395,0.7938865477231645
20,0.030977459078786348,0.9872422138047138,0.6781899109792285,0.7982789106721537,0.7970731074002944,0.7671943039531108,0.7970731074002944
21,0.03199708377095786,0.9875841750841751,0.7229970326409495,0.8110469291578819,0.8073567129835943,0.794158873767907,0.8073567129835943
22,0.02783098059584095,0.9872159090909091,0.7207715133531157,0.7997759016332875,0.8069060780941395,0.7871050890907708,0.8069060780941395
23,0.027448898044913406,0.9870317760942761,0.6894658753709199,0.8035585349953831,0.7828113486380435,0.7813416577749532,0.7828113486380435
24,0.0438668934459036,0.9806923400673401,0.7235905044510386,0.8058086484194718,0.8048074768102795,0.799105031952972,0.8048074768102795
25,0.02426168355018352,0.9894518097643098,0.6948071216617211,0.7462710620394628,0.7642840953242095,0.7360781901966825,0.7642840953242095
26,0.028954275432183887,0.9876630892255892,0.6988130563798219,0.7951690906936695,0.7994217387577385,0.7740814828690694,0.7994217387577385
27,0.026938603885208415,0.9884785353535354,0.723293768545994,0.841479229832285,0.8104351350211798,0.8011238338222701,0.8104351350211798
28,0.02249809823027163,0.9899515993265994,0.7020771513353116,0.7914509353620068,0.8018133044801659,0.7835077240361326,0.8018133044801659
29,0.026824466103330405,0.9882154882154882,0.7262611275964391,0.8399974786987646,0.7988829462538698,0.7939783990780243,0.7988829462538698
