epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,0.6444436663931067,0.7574705387205387,0.5689910979228486,0.7283502593505937,0.6911030964017761,0.6318364087219532,0.6911030964017761
2,0.2539533998328026,0.8902041245791246,0.6195845697329377,0.7516467289725332,0.7212191490608695,0.6821253415241244,0.7212191490608695
3,0.16820447169470065,0.9255313552188552,0.5787833827893175,0.6865806468989816,0.7137122087492,0.6642689942901545,0.7137122087492
4,0.12442797633132549,0.9471012205387206,0.6106824925816023,0.7056282472922171,0.7203715125621032,0.6664319119247123,0.7203715125621032
5,0.08231788418359226,0.9636468855218855,0.6553412462908011,0.7473725785804877,0.763343674477912,0.7344619695308665,0.763343674477912
6,0.07819124228424496,0.9651725589225589,0.5566765578635015,0.6512525425382069,0.6874762790036308,0.6334117797804414,0.6874762790036308
7,0.05695181819751407,0.9754840067340067,0.61513353115727,0.6976311761830317,0.7317707832484093,0.6861485175190505,0.7317707832484093
8,0.04180490127717606,0.9810869107744108,0.5826409495548961,0.7339280440985005,0.7096340526114943,0.6720456307944432,0.7096340526114943
9,0.037672894263658864,0.9832175925925926,0.6443620178041543,0.7164545237037613,0.7524032491482457,0.7200991010795845,0.7524032491482457
10,0.04303839969251192,0.9820075757575758,0.5998516320474777,0.7215236782486267,0.7157109348897854,0.668364963980334,0.7157109348897854
11,0.045295315239616114,0.9807712542087542,0.577299703264095,0.7311627430816122,0.713821306453766,0.6849920196573078,0.713821306453766
12,0.04032749156796872,0.9824284511784511,0.628486646884273,0.7520369040975063,0.7591463417012517,0.724516010940673,0.7591463417012517
13,0.03232565164716557,0.9863741582491582,0.6498516320474778,0.7520770989914103,0.7578126363288171,0.7333168346732558,0.7578126363288171
14,0.029462276802708704,0.9880576599326599,0.6057863501483679,0.7324957477133163,0.7244856100188242,0.6960136978057413,0.7244856100188242
15,0.02903000247486011,0.9875578703703703,0.63486646884273,0.7670791513190667,0.7365636025191302,0.7037453110794982,0.7365636025191302
16,0.02141984406331874,0.9907670454545454,0.6077151335311572,0.7352736465875145,0.7287731579497119,0.684693433519052,0.7287731579497119
17,0.021955812331100905,0.9909511784511784,0.6109792284866469,0.7192739318071322,0.7401853420724409,0.7010143578474182,0.7401853420724409
18,0.02370862635275857,0.9902146464646465,0.6471810089020772,0.7448461239867321,0.7657072180688254,0.7256280816060432,0.7657072180688254
19,0.01576269996550047,0.9928714225589226,0.5878338278931751,0.7215354972567694,0.7196607156506284,0.6773248295661485,0.7196607156506284
20,0.02156364108257071,0.9910563973063973,0.6235905044510386,0.7446780813132855,0.7381875079846609,0.707144766842897,0.7381875079846609
