epoch,train_loss,train_accuracy,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_balanced_accuracy
1,0.618052276968956,0.9046875,0.46543026706231455,0.5694082995855327,0.5610133866256639,0.4975494798570018,0.5610133866256639
2,0.1197800476104021,0.9997395833333333,0.5016320474777448,0.6032754937291624,0.5977595246691201,0.540000012390784,0.5977595246691201
3,0.054469861835241315,1.0,0.5097922848664689,0.610112502784129,0.6063033091463501,0.5498981937454673,0.6063033091463501
4,0.03310532625764608,1.0,0.5072700296735905,0.6168502959218938,0.6040733705236705,0.5513108042403088,0.6040733705236705
5,0.023874358739703894,1.0,0.5047477744807122,0.6073635215080783,0.6033142655486822,0.5469706001496812,0.6033142655486822
6,0.01865492286160588,1.0,0.5,0.6019365846647784,0.5960553375558523,0.5404730405359823,0.5960553375558523
7,0.015092187747359275,1.0,0.5043026706231454,0.6029010435692972,0.6024561109262138,0.5444766521894187,0.6024561109262138
8,0.01294698971323669,1.0,0.5066765578635015,0.6043493771894275,0.6050602787058341,0.5469844099138886,0.6050602787058341
9,0.010633616195991635,1.0,0.5025222551928783,0.5983724559053321,0.5992212033813378,0.5405378874889013,0.5992212033813378
10,0.009211449115537108,1.0,0.5072700296735905,0.6101686681295098,0.602994447779576,0.5495348471008765,0.602994447779576
11,0.007854350516572595,1.0,0.49807121661721065,0.5883803098090178,0.5929006747495906,0.5334974594036621,0.5929006747495906
12,0.006697048083879054,1.0,0.5008902077151335,0.5974952521998018,0.5960785154635322,0.5399687633599808,0.5960785154635322
13,0.006674680183641613,1.0,0.5002967359050445,0.5948808588471782,0.5969235320757086,0.5393779470275923,0.5969235320757086
14,0.006095603224821389,1.0,0.49851632047477745,0.5907741739015971,0.5933513656498297,0.5345212210568193,0.5933513656498297
15,0.004872945311944932,1.0,0.5037091988130564,0.603892146513751,0.5995915441196098,0.5445303822360539,0.5995915441196098
16,0.005074232048355043,1.0,0.5089020771513353,0.6056994186028302,0.6092926816203896,0.5498041493714139,0.6092926816203896
17,0.004409843985922634,1.0,0.493620178041543,0.5903027507454497,0.589964584217044,0.5307564107571694,0.589964584217044
18,0.004064004623796791,1.0,0.5043026706231454,0.5978631554349799,0.6015741813355834,0.5424044026582392,0.6015741813355834
19,0.0038929148227907716,1.0,0.49807121661721065,0.5923070745597071,0.5927026822293806,0.5349524340987383,0.5927026822293806
