activity,channel,real_sampled_windows,synthetic_sampled_windows,real_to_nearest_real_mse_mean,real_to_nearest_real_mse_median,real_to_nearest_real_mse_p05,real_to_nearest_real_mse_p95,syn_to_nearest_syn_mse_mean,syn_to_nearest_syn_mse_median,syn_to_nearest_syn_mse_p05,syn_to_nearest_syn_mse_p95,syn_to_nearest_real_mse_mean,syn_to_nearest_real_mse_median,syn_to_nearest_real_mse_p05,syn_to_nearest_real_mse_p95,syn_nn_vs_real_nn_ratio,syn_nearest_real_vs_real_nn_ratio
1,ACC_x,1000,1000,0.02481137402355671,0.0005592182278633118,3.026798367500305e-09,0.1253514140844345,0.029380979016423225,0.023887187242507935,0.009669160470366478,0.0698176771402359,0.053957365453243256,0.043685197830200195,0.009139311499893665,0.1405963897705078,1.1841737982156082,2.1747028359660536
1,ACC_y,1000,1000,0.007775741629302502,0.00012675859034061432,0.0,0.0302012637257576,0.012504919432103634,0.009462649002671242,0.003692960599437356,0.02961253561079502,0.028401000425219536,0.015595246106386185,0.003239902202039957,0.09493155777454376,1.6081963661163146,3.6525133909017446
1,ACC_z,1000,1000,0.03352000564336777,0.000469014048576355,4.618987532012397e-06,0.22811248898506165,0.042403869330883026,0.035206109285354614,0.014433234930038452,0.09371483325958252,0.08624806255102158,0.07164851576089859,0.01786203309893608,0.2072581797838211,1.2650316883008346,2.5730324591423965
1,BVP,1000,1000,0.1438523381948471,0.050199881196022034,0.006177298724651337,0.6115928292274475,0.3208163380622864,0.2940158247947693,0.136057049036026,0.5922582149505615,0.3340316414833069,0.30444395542144775,0.11274781823158264,0.6424521207809448,2.230178126321052,2.322045269996676
1,EDA,1000,1000,3.0058006814215332e-05,0.0,0.0,9.29564266698435e-05,0.003165795700624585,0.002965003252029419,0.0012308359146118164,0.005575479939579964,0.009315218776464462,0.0031348727643489838,0.0009762227418832481,0.02718444913625717,105.32287520566352,309.9080665607879
1,TEMP,1000,1000,3.899216608260758e-06,2.86102294921875e-06,0.0,1.0502338227524888e-05,0.0013639437966048717,0.0013025999069213867,0.0008959770202636719,0.0020751773845404387,0.0014538462273776531,0.0011157989501953125,0.0007117986679077148,0.0021118521690368652,349.79944271761235,372.855979403037
2,ACC_x,1000,1000,0.35951414704322815,0.24662715196609497,0.058194875717163086,1.0627878904342651,0.06510551273822784,0.06013830751180649,0.03478081896901131,0.11061346530914307,0.24579791724681854,0.20999091863632202,0.06306236982345581,0.5387963056564331,0.18109304814199573,0.6836947009411112
2,ACC_y,1000,1000,0.29149359464645386,0.24030661582946777,0.08315794169902802,0.7000888586044312,0.05282771959900856,0.04793718457221985,0.02181844785809517,0.10089345276355743,0.22007660567760468,0.2051295042037964,0.056149672716856,0.41301101446151733,0.1812311507670765,0.754996369455496
2,ACC_z,1000,1000,0.23851028084754944,0.15711426734924316,0.037878960371017456,0.7074939012527466,0.046960312873125076,0.03959501534700394,0.023859526962041855,0.09087531268596649,0.15280355513095856,0.12322020530700684,0.05111467093229294,0.3284033536911011,0.19689009927056805,0.6406581493593027
2,BVP,1000,1000,0.6334641575813293,0.271164208650589,0.03675220161676407,2.030090808868408,0.32979539036750793,0.2945537567138672,0.14068563282489777,0.6612169742584229,0.3878372311592102,0.3426770865917206,0.14069999754428864,0.8069241642951965,0.5206220216574228,0.6122481067279903
2,EDA,1000,1000,0.0008763347868807614,1.329183578491211e-05,0.0,0.004109037108719349,0.0038359437603503466,0.0036558806896209717,0.0023800372146070004,0.00572926364839077,0.003713996848091483,0.0033460110425949097,0.0017671346431598067,0.005616728216409683,4.377258346669153,4.238102724771587
2,TEMP,1000,1000,4.3661593736032955e-06,3.337860107421875e-06,0.0,1.1444091796875e-05,0.0016567170387133956,0.0016129016876220703,0.0011851787567138672,0.0022340179421007633,0.0017652923706918955,0.0015238523483276367,0.0009882807498797774,0.0026947855949401855,379.44493018956,404.312398984886
3,ACC_x,1000,1000,0.5501347780227661,0.38318759202957153,0.0607316829264164,1.541804552078247,0.050422973930835724,0.04325518757104874,0.02254709042608738,0.10024207830429077,0.09344854205846786,0.08208183944225311,0.027969451621174812,0.19458520412445068,0.09165567410964351,0.16986481457204056
3,ACC_y,1000,1000,0.12174524366855621,0.08711379766464233,0.00786860566586256,0.34734490513801575,0.02412390522658825,0.021965980529785156,0.008219152688980103,0.049865711480379105,0.16703873872756958,0.07807910442352295,0.009629273787140846,0.5828051567077637,0.19815069976995625,1.3720350273586217
3,ACC_z,1000,1000,0.5346569418907166,0.38574546575546265,0.04447489231824875,1.4703772068023682,0.05782385170459747,0.04985231161117554,0.027505643665790558,0.1182136982679367,0.10613279789686203,0.09320926666259766,0.039020102471113205,0.21508878469467163,0.10815131568312569,0.19850634973810083
3,BVP,1000,1000,1.3124504089355469,0.7048993110656738,0.07500028610229492,4.442579746246338,0.4258909225463867,0.3955749571323395,0.2001630663871765,0.7695432305335999,0.47083789110183716,0.43088245391845703,0.1855958253145218,0.8840010166168213,0.3245005827624393,0.35874718610031653
3,EDA,1000,1000,0.002391290618106723,0.0013833045959472656,5.120039077155525e-06,0.008093858137726784,0.004080768208950758,0.003939211368560791,0.002961099147796631,0.005648219957947731,0.00388370081782341,0.0035881996154785156,0.0023583490401506424,0.006118559744209051,1.706512867173652,1.6241023940863726
