candidate,activity,signal,reference_split,real_sampled_windows,synthetic_sampled_windows,real_mean,synthetic_mean,abs_mean_diff_lower_is_better,real_std,synthetic_std,abs_std_diff_lower_is_better,histogram_overlap_0_to_1_higher_is_better,fft_logmag_mae_lower_is_better
prior,1,ACC_x,real_train,3000,1000,-0.5462071895599365,-0.6429263949394226,0.09671920537948608,0.8078014254570007,0.31108835339546204,0.4967130720615387,0.2334765625,0.22216099500656128
prior,2,ACC_x,real_train,2138,1000,0.6028154492378235,0.4603549838066101,0.14246046543121338,0.6757930517196655,0.11608073860406876,0.5597123131155968,0.2793747168060103,1.1190863847732544
prior,3,ACC_x,real_train,1498,1000,-0.24670782685279846,-0.45304229855537415,0.20633447170257568,0.931091845035553,0.20255154371261597,0.728540301322937,0.4839282141814085,1.4674493074417114
prior,4,ACC_x,real_train,2294,1000,0.6736303567886353,0.4055000841617584,0.26813027262687683,1.108744740486145,0.14319445192813873,0.9655502885580063,0.2633680712592633,1.9600788354873657
prior,5,ACC_x,real_train,3000,1000,0.16382120549678802,0.06035167723894119,0.10346952825784683,1.1609591245651245,0.2721071243286133,0.8888520002365112,0.24972070312499994,1.2444419860839844
prior,6,ACC_x,real_train,3000,1000,-0.22954748570919037,-0.4172544479370117,0.18770696222782135,0.8742740750312805,0.09773903340101242,0.7765350416302681,0.23858658854166667,0.8517193794250488
prior,7,ACC_x,real_train,2900,1000,0.4336104094982147,0.13299402594566345,0.30061638355255127,0.9161335825920105,0.22699156403541565,0.6891420185565948,0.2902807112068966,1.2127532958984375
prior,8,ACC_x,real_train,3000,1000,0.4748530983924866,0.4714809060096741,0.0033721923828125,0.8621268272399902,0.19405069947242737,0.6680761277675629,0.35750911458333334,0.5090592503547668
prior,1,ACC_y,real_train,3000,1000,-0.1552569717168808,-0.09866387397050858,0.05659309774637222,0.6112675070762634,0.08068113774061203,0.5305863693356514,0.4595944010416667,0.09926656633615494
prior,2,ACC_y,real_train,2138,1000,1.1534250974655151,1.3246009349822998,0.17117583751678467,1.1970645189285278,0.28038251399993896,0.9166820049285889,0.2584908665370673,0.8943742513656616
prior,3,ACC_y,real_train,1498,1000,0.8577591776847839,0.8598126173019409,0.0020534396171569824,0.7883221507072449,0.34360185265541077,0.4447202980518341,0.33011359938250995,0.9319142699241638
prior,4,ACC_y,real_train,2294,1000,0.7904581427574158,0.8251850008964539,0.034726858139038086,0.8159849047660828,0.2629057765007019,0.5530791282653809,0.41209988012205756,1.4817216396331787
prior,5,ACC_y,real_train,3000,1000,-0.48984965682029724,-0.5131497383117676,0.023300081491470337,0.5042747855186462,0.10138063132762909,0.40289415419101715,0.3885247395833333,0.7220631241798401
prior,6,ACC_y,real_train,3000,1000,-0.27503326535224915,-0.2810440957546234,0.006010830402374268,0.7699876427650452,0.09728694707155228,0.6727006956934929,0.29506966145833335,0.42561784386634827
prior,7,ACC_y,real_train,2900,1000,1.1090753078460693,1.0849568843841553,0.024118423461914062,1.1803739070892334,0.44170594215393066,0.7386679649353027,0.3003508890086207,0.7848738431930542
prior,8,ACC_y,real_train,3000,1000,-0.49854743480682373,-0.3873078525066376,0.11123958230018616,0.7467429637908936,0.2281222641468048,0.5186206996440887,0.3357154947916667,0.2346414476633072
prior,1,ACC_z,real_train,3000,1000,-0.10546781122684479,-0.28936439752578735,0.18389658629894257,0.9427779912948608,0.23376888036727905,0.7090091109275818,0.24588541666666666,0.18618938326835632
prior,2,ACC_z,real_train,2138,1000,-0.4787653684616089,-0.6056331396102905,0.12686777114868164,0.6214222311973572,0.16651538014411926,0.4549068510532379,0.3993611947497661,0.9586042761802673
prior,3,ACC_z,real_train,1498,1000,-0.6717590689659119,-0.9293083548545837,0.2575492858886719,0.9910982251167297,0.14829152822494507,0.8428066968917847,0.27665725915804407,1.414889931678772
prior,4,ACC_z,real_train,2294,1000,0.7888085842132568,0.5474023818969727,0.24140620231628418,0.7464385032653809,0.1089320033788681,0.6375064998865128,0.23431417726950743,1.7061983346939087
prior,5,ACC_z,real_train,3000,1000,0.5694323182106018,0.4035013020038605,0.16593101620674133,0.8023136854171753,0.17215082049369812,0.6301628649234772,0.16567057291666665,1.0182520151138306
prior,6,ACC_z,real_train,3000,1000,-0.10361351817846298,-0.22490404546260834,0.12129052728414536,1.0896811485290527,0.10905878990888596,0.9806223586201668,0.13451171875,0.7545270323753357
prior,7,ACC_z,real_train,2900,1000,-0.5445958971977234,-0.683155357837677,0.1385594606399536,0.788108766078949,0.14415350556373596,0.643955260515213,0.3958636853448276,1.0133395195007324
prior,8,ACC_z,real_train,3000,1000,0.5747462511062622,0.3178240656852722,0.25692218542099,0.8566002249717712,0.17654143273830414,0.6800587922334671,0.15228580729166669,0.4454294443130493
prior,1,BVP,real_train,3000,1000,8.920296386349946e-05,0.007339963689446449,0.00725076072558295,0.571843147277832,0.009755648672580719,0.5620874986052513,0.26611328125,0.5566173791885376
